rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
21,30,50,0.05,1369.9846701287984,-8.667688658080108,22,68.18181818181817
21,30,55,0.05,1367.865994266554,-8.808933715563061,20,65.0
10,28,80,0.12,1367.5326632318709,-8.831155784541945,28,67.85714285714286
14,24,65,0.08,1364.6356476868139,-9.02429015421241,16,62.5
14,24,65,0.1,1364.6356476868139,-9.02429015421241,16,62.5
14,24,65,0.12,1364.6356476868139,-9.02429015421241,16,62.5
10,28,80,0.1,1363.8328859494331,-9.077807603371124,29,68.96551724137932
14,28,80,0.1,1362.844767369244,-9.143682175383738,13,61.53846153846154
21,34,75,0.08,1362.452749730996,-9.169816684600274,15,66.66666666666666
21,30,55,0.1,1361.228386170514,-9.251440921965726,18,61.111111111111114
21,30,55,0.12,1361.228386170514,-9.251440921965726,18,61.111111111111114
21,30,70,0.08,1360.8634446664423,-9.275770355570511,13,69.23076923076923
10,24,70,0.08,1359.4218251823006,-9.37187832117996,34,64.70588235294117
21,30,75,0.12,1359.3240822184184,-9.378394518772105,10,60.0
14,30,65,0.1,1354.0953326642145,-9.726977822385695,32,62.5
14,30,65,0.12,1354.0953326642145,-9.726977822385695,32,62.5
14,28,65,0.05,1352.4304573012944,-9.837969513247035,30,63.33333333333333
14,28,50,0.05,1350.233700011643,-9.984419999223803,35,65.71428571428571
14,28,80,0.12,1349.1744481101496,-10.05503679265669,13,61.53846153846154
21,28,55,0.05,1348.8860116388194,-10.074265890745371,16,68.75
10,20,50,0.1,1348.8733959198391,-10.075106938677392,27,62.96296296296296
10,20,50,0.12,1348.8733959198391,-10.075106938677392,27,62.96296296296296
10,34,80,0.12,1347.6610628763322,-10.155929141577857,33,66.66666666666666
14,30,65,0.05,1345.4712209350334,-10.301918604331107,35,65.71428571428571
14,24,50,0.05,1344.791782831285,-10.347214477914335,21,66.66666666666666
21,30,55,0.08,1344.5360546037707,-10.364263026415287,19,63.1578947368421
14,24,65,0.05,1344.3894392811085,-10.374037381259438,18,66.66666666666666
10,20,50,0.05,1344.0515986448665,-10.396560090342232,28,64.28571428571429
10,30,80,0.12,1343.760024535409,-10.415998364306066,29,65.51724137931035
10,34,65,0.05,1343.737836607022,-10.417477559531862,63,58.730158730158735
14,32,65,0.1,1342.397286295834,-10.506847580277734,38,65.78947368421053
14,32,65,0.12,1342.397286295834,-10.506847580277734,38,65.78947368421053
21,30,70,0.1,1342.3490522710367,-10.510063181930885,13,69.23076923076923
21,28,50,0.05,1341.3948687675734,-10.57367541549511,17,70.58823529411765
21,32,55,0.1,1341.2009824118018,-10.586601172546551,25,60.0
21,32,55,0.12,1341.2009824118018,-10.586601172546551,25,60.0
10,30,80,0.1,1340.1245626956352,-10.658362486957651,30,66.66666666666666
14,26,60,0.05,1339.8728570583994,-10.675142862773368,25,68.0
14,24,50,0.08,1339.5903767067152,-10.693974886218982,19,63.1578947368421
14,24,50,0.1,1339.5903767067152,-10.693974886218982,19,63.1578947368421
14,24,50,0.12,1339.5903767067152,-10.693974886218982,19,63.1578947368421
10,26,70,0.1,1339.0116338755865,-10.732557741627568,38,63.1578947368421
10,26,70,0.12,1339.0116338755865,-10.732557741627568,38,63.1578947368421
14,30,65,0.08,1337.4904715729767,-10.833968561801555,33,63.63636363636363
21,28,60,0.05,1336.495726915504,-10.900284872299725,15,73.33333333333333
14,32,80,0.12,1336.1322576399741,-10.924516157335063,15,66.66666666666666
10,24,50,0.05,1335.3004320639338,-10.979971195737747,45,64.44444444444444
10,20,65,0.1,1334.2242998775255,-11.051713341498303,24,62.5
10,20,65,0.12,1334.2242998775255,-11.051713341498303,24,62.5
14,28,65,0.1,1334.0401379810546,-11.063990801263024,27,59.25925925925925
14,28,65,0.12,1334.0401379810546,-11.063990801263024,27,59.25925925925925
10,28,75,0.1,1333.645014529459,-11.090332364702727,34,67.64705882352942
10,28,75,0.12,1333.645014529459,-11.090332364702727,34,67.64705882352942
14,24,70,0.08,1333.6339403754068,-11.091070641639543,15,60.0
14,24,70,0.1,1333.6339403754068,-11.091070641639543,15,60.0
14,24,70,0.12,1333.6339403754068,-11.091070641639543,15,60.0
14,28,50,0.1,1333.5836359543277,-11.094424269711478,33,63.63636363636363
14,28,50,0.12,1333.5836359543277,-11.094424269711478,33,63.63636363636363
21,32,50,0.1,1332.9534540336363,-11.136436397757588,28,60.71428571428571
21,32,50,0.12,1332.9534540336363,-11.136436397757588,28,60.71428571428571
10,32,80,0.05,1332.7426122497034,-11.15049251668644,37,64.86486486486487
10,20,50,0.08,1332.3325698578758,-11.17782867614161,28,64.28571428571429
10,24,75,0.05,1330.9890033827342,-11.267399774484389,29,62.06896551724138
10,24,80,0.1,1330.3983066011347,-11.306779559924351,22,63.63636363636363
10,24,80,0.12,1330.3983066011347,-11.306779559924351,22,63.63636363636363
10,20,70,0.1,1330.0733094597595,-11.328446036016038,22,63.63636363636363
10,20,70,0.12,1330.0733094597595,-11.328446036016038,22,63.63636363636363
14,28,60,0.05,1329.4046275305623,-11.373024831295853,32,59.375
21,30,70,0.12,1328.8843198663992,-11.407712008906723,13,69.23076923076923
10,32,80,0.12,1328.7300754239704,-11.4179949717353,31,67.74193548387096
10,28,70,0.1,1327.606302998009,-11.492913133466075,43,62.7906976744186
10,28,70,0.12,1327.606302998009,-11.492913133466075,43,62.7906976744186
10,34,80,0.1,1327.5472339494486,-11.496851070036762,35,68.57142857142857
